responseid,dv,contest,winner,sample,female_respondent,orig_cand_female,c_gender,replication,first_orig,c_experience,c_childern,c_occupation,c_age,c_spouse_occupation,r_PID
31usa voter,1,2,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
257usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
321usa voter,3,1,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
695usa voter,2,2,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
733usa voter,1,2,1,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1459usa voter,1,1,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1488usa voter,3,3,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1523usa voter,2,3,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1535usa voter,2,2,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1606usa voter,1,1,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
2029usa voter,1,3,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
2166usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
2182usa voter,1,3,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
2269usa voter,1,1,1,usa voter,1,1,Female,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_1GJENkxwC4uozeRusa leg,2,3,0,usa leg,1,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_dfYItIBHGbS9idvusa leg,1,2,0,usa leg,0,0,Male,0,NA,orig_0ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
91usa voter,1,1,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
121usa voter,1,3,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
431usa voter,2,2,1,usa voter,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
718usa voter,1,1,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
787usa voter,1,3,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
791usa voter,2,3,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1134usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1197usa voter,3,2,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1538usa voter,2,2,1,usa voter,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
2144usa voter,2,3,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_08tF5rpZXOZrnF3usa leg,3,3,0,usa leg,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_37SizzpEp8ikXU9usa leg,1,3,1,usa leg,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_3IV1ak9CO7cIJeJusa leg,3,3,0,usa leg,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_3Rbu08GJKN9hyEBusa leg,1,2,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_6g3DXA1OUgD2aEdusa leg,2,1,1,usa leg,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_6lP2Rzi3HhS2Ucdusa leg,3,1,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_7PuHaOSWIeTolNzusa leg,1,1,0,usa leg,1,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_8vakPQIv9AM7ImVusa leg,1,1,1,usa leg,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_9GLp4f2YzlPEVX7usa leg,1,2,0,usa leg,1,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_eVXahyAAa9s2qIBusa leg,2,3,0,usa leg,0,0,Male,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_extl5BH8BFb3Ujjusa leg,2,1,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
99156usa leg,NA,2,0,usa leg,0,0,Male,1,1,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
173531usa leg,NA,2,0,usa leg,0,0,Male,1,1,orig_1ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
210usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
733usa voter,1,3,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1247usa voter,2,2,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1328usa voter,2,1,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1366usa voter,1,3,1,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1723usa voter,1,3,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1826usa voter,2,2,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
2135usa voter,2,3,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
2138usa voter,2,1,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_3DHSLylUiEIDE2xusa leg,2,1,1,usa leg,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_3V2h92p4fJbUsMBusa leg,3,1,0,usa leg,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_3eXkIEVNp34jmIZusa leg,3,3,0,usa leg,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_5tnMLmygXkuJw8tusa leg,3,2,0,usa leg,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_6yAjXfLwUHwmVLfusa leg,3,1,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_7TYmwdH8HBFfPhzusa leg,3,1,0,usa leg,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_9GLp4f2YzlPEVX7usa leg,1,1,1,usa leg,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_9HwkRAX5rwDIyXzusa leg,1,3,1,usa leg,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_afV5Y7pYrgR5cxLusa leg,3,2,0,usa leg,1,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_bPySrnAOs7tzOjbusa leg,1,2,1,usa leg,0,1,Female,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_bxB3pMUSOEhnw7Xusa leg,2,3,0,usa leg,0,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_e2KzySkRvs6jdatusa leg,3,1,0,usa leg,1,0,Male,0,NA,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
164871usa leg,NA,1,0,usa leg,0,0,Male,1,1,orig_3ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
163usa voter,1,2,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
452usa voter,2,1,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1184usa voter,2,1,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1521usa voter,3,2,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1683usa voter,3,1,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1765usa voter,1,2,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
1937usa voter,2,3,1,usa voter,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
2082usa voter,3,2,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_0dCWky232E3OiTbusa leg,3,1,1,usa leg,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_3NObSFfaEg6tVc1usa leg,2,3,0,usa leg,1,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_6JTTj1ldTCpHkC9usa leg,2,3,0,usa leg,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_88NGr1XrJAbLP01usa leg,3,1,1,usa leg,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_9FXR2Yjy11FVMUdusa leg,3,3,0,usa leg,NA,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_aa7F0ymXzv2on8Vusa leg,2,1,1,usa leg,0,0,Male,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
R_eKyxz9Ci1qYIDOJusa leg,3,2,1,usa leg,0,1,Female,0,NA,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
81868usa leg,NA,1,1,usa leg,0,1,Female,1,1,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
157499usa leg,NA,3,1,usa leg,1,0,Male,1,1,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
164740usa leg,NA,1,0,usa leg,0,1,Female,1,1,orig_8ys,orig_3ch,orig_teach,orig_65,orig_UN_sp,democrat_respondent
169usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
391usa voter,1,3,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
587usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
902usa voter,2,3,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1196usa voter,2,1,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1398usa voter,3,2,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1404usa voter,3,3,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1436usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1586usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1757usa voter,2,1,0,usa voter,1,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1901usa voter,2,3,1,usa voter,1,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1909usa voter,1,2,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_0651WPTQNaTrZrLusa leg,2,3,1,usa leg,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_29OY880UdmLthelusa leg,2,3,0,usa leg,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_89chTGmhtZoB27jusa leg,1,1,0,usa leg,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_8wcGvS1KnX2baktusa leg,3,2,1,usa leg,1,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_9Y9gvOVj1jkeVOlusa leg,3,1,0,usa leg,0,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_ebsN5vdrUnNefnTusa leg,3,3,0,usa leg,1,0,Male,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_enzAhOIXfGlIZKZusa leg,3,1,1,usa leg,0,1,Female,0,NA,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
139625usa leg,NA,2,1,usa leg,1,1,Female,1,1,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
146481usa leg,NA,3,0,usa leg,1,1,Female,1,1,orig_0ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
150usa voter,3,2,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
367usa voter,1,3,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
646usa voter,1,3,1,usa voter,1,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
763usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1077usa voter,3,3,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1128usa voter,3,2,1,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1317usa voter,3,3,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1497usa voter,3,1,0,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1775usa voter,2,2,0,usa voter,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1831usa voter,1,2,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1901usa voter,2,2,1,usa voter,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1986usa voter,3,1,0,usa voter,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
2256usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_4HFG8N3vpONZX2Rusa leg,3,1,0,usa leg,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_6Ej4BJKBDEXynNHusa leg,3,3,1,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_6xLgBu8i8JTdTRHusa leg,1,3,0,usa leg,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_8k42wee1AZTOjOtusa leg,2,1,1,usa leg,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_9uEwTYgVGC287Frusa leg,1,1,0,usa leg,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_aeBujpayUUULoZnusa leg,1,3,1,usa leg,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_agXBPK9QFzm2YK1usa leg,2,2,0,usa leg,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_bIWdSPFR2giS4MBusa leg,2,1,0,usa leg,0,0,Male,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_e2Smh6L1105kMp7usa leg,3,2,1,usa leg,1,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_eeZ5IaotrYItwG1usa leg,2,2,0,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_eeq2u6uE8SOPGo5usa leg,1,3,1,usa leg,0,1,Female,0,NA,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
78994usa leg,NA,2,0,usa leg,0,0,Male,1,1,orig_1ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
34usa voter,1,3,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
257usa voter,2,1,1,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
279usa voter,3,3,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
529usa voter,1,1,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
606usa voter,3,2,0,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
643usa voter,1,3,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1075usa voter,1,3,1,usa voter,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1092usa voter,3,2,0,usa voter,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1653usa voter,3,1,0,usa voter,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1723usa voter,1,2,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1986usa voter,3,2,0,usa voter,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_0kaduGYlIVOvcvbusa leg,2,1,0,usa leg,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_25HTxjZAGXOyROBusa leg,2,2,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_2nuj0txWwvFhzeJusa leg,2,1,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_2otAAbpQH0miOsBusa leg,1,1,1,usa leg,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_39tVzmiaAXQQHGJusa leg,1,2,1,usa leg,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_3Qns8LVKKdwySQ5usa leg,2,1,0,usa leg,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_7X6VWGFeTVWYPgVusa leg,3,2,1,usa leg,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_7aCYygH4EgOu3VXusa leg,3,3,0,usa leg,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_89cHCHVmylZzaiFusa leg,3,2,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_8oJSKR0oUn7MYKxusa leg,1,2,0,usa leg,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_9GNIniJJF5JG1Uhusa leg,3,2,1,usa leg,0,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_agI2eg61uMA4YWFusa leg,2,2,0,usa leg,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_bq1WYtt9Ql9SZr7usa leg,1,3,0,usa leg,0,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_cJbXGlyEHQJIkWVusa leg,3,1,1,usa leg,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_cSI34hPu4cIWLpbusa leg,1,3,0,usa leg,1,0,Male,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_dnDBb5qJN4qCZ2Busa leg,1,2,1,usa leg,1,1,Female,0,NA,orig_3ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
192usa voter,3,2,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
215usa voter,2,1,0,usa voter,1,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
396usa voter,3,1,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
693usa voter,3,1,0,usa voter,1,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
839usa voter,2,3,1,usa voter,1,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1404usa voter,3,1,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1418usa voter,2,1,0,usa voter,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1446usa voter,3,2,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1902usa voter,3,3,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
1960usa voter,1,2,0,usa voter,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
2291usa voter,2,3,1,usa voter,1,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_0eqKKiyMr4CJ9Rjusa leg,3,1,1,usa leg,1,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_0udzikh7IMWLPApusa leg,2,3,0,usa leg,1,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_0wcPqmzY1Z71Tmdusa leg,1,1,0,usa leg,0,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_1Og3B9zLS0Zxz81usa leg,2,2,1,usa leg,1,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_6EDPhWxIeWTRaJLusa leg,2,3,0,usa leg,1,0,Male,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_6mRhSzPLDqxW3B3usa leg,3,3,0,usa leg,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_8oZA6T2mtllcIoRusa leg,3,1,0,usa leg,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_9z5PcOWMP7l3QdTusa leg,2,2,1,usa leg,1,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_bC8bTZVIcFJYFQVusa leg,3,1,1,usa leg,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
R_eSgDUCF1M586snjusa leg,3,1,0,usa leg,0,1,Female,0,NA,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
112752usa leg,NA,2,1,usa leg,0,1,Female,1,1,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
160043usa leg,NA,1,0,usa leg,1,0,Male,1,1,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
162118usa leg,NA,1,0,usa leg,0,0,Male,1,1,orig_8ys,orig_0ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
240usa voter,3,3,1,usa voter,0,1,Female,0,NA,orig_0ys,orig_1ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
683usa voter,2,1,0,usa voter,0,1,Female,0,NA,orig_0ys,orig_1ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
835usa voter,1,2,0,usa voter,0,0,Male,0,NA,orig_0ys,orig_1ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
863usa voter,2,3,0,usa voter,1,1,Female,0,NA,orig_0ys,orig_1ch,orig_law,orig_65,orig_UN_sp,democrat_respondent
