2020-02-10 12:52:47,2020-02-10 12:52:47,Survey Test,,100,0,True,2020-02-10 12:52:47,R_bClXh4HCugOz4ON,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 1,Candidate 1,Candidate 2,PVDA,"Ut laoreet natoque eget a! Facilisis? Dui quam, egestas. Euismod malesuada facilisi tempus faucibus? Sagittis.",Dutch,Years in Politics,20,Age,40s,Language Spoken,Portuguese,Party,MR-VLD (Right),20,50s,Italian,PS (Left),Years in Politics,5,Age,40s,Language Spoken,French,Party,PS (Left),10,30s,French,CDH (Liberals),Years in Politics,10,Age,50s,Language Spoken,Dutch,Party,PS (Left),10,50s,Turkish,PVDA (Radical-Left),Years in Politics,5,Age,50s,Language Spoken,Turkish,Party,CDH (Liberals),10,50s,Turkish,PS (Left),Years in Politics,20,Age,50s,Language Spoken,French,Party,PVDA (Radical-Left),20,50s,French,PVDA (Radical-Left)
2020-02-10 12:52:47,2020-02-10 12:52:47,Survey Test,,100,0,True,2020-02-10 12:52:47,R_8vmMsteLYYSGqH3,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 1,Candidate 2,Candidate 1,MR-VLD,"Nibh luctus volutpat purus mi, quis malesuada interdum imperdiet nibh curabitur accusamus. Cursus fringilla.",Italian,Years in Politics,20,Age,50s,Party,PS (Left),Language Spoken,Dutch,20,50s,MR-VLD (Right),French,Years in Politics,20,Age,50s,Party,MR-VLD (Right),Language Spoken,Turkish,20,50s,ECOLO (Greens),Dutch,Years in Politics,20,Age,50s,Party,PVDA (Radical-Left),Language Spoken,Portuguese,20,50s,CDH (Liberals),Turkish,Years in Politics,10,Age,40s,Party,PS (Left),Language Spoken,French,20,40s,CDH (Liberals),Turkish,Years in Politics,5,Age,30s,Party,PS (Left),Language Spoken,Turkish,5,50s,ECOLO (Greens),Italian
2020-02-10 12:52:48,2020-02-10 12:52:48,Survey Test,,100,0,True,2020-02-10 12:52:48,R_0PdtjWeurRXJJQN,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 1,Candidate 1,Candidate 1,N-VA,Nunc montes mi commodo in! Nullam nulla risus viverra dolor eros tortor.,Dutch,Years in Politics,5,Language Spoken,French,Party,PS (Left),Age,50s,5,Italian,PS (Left),40s,Years in Politics,10,Language Spoken,Portuguese,Party,PS (Left),Age,50s,10,Italian,PS (Left),50s,Years in Politics,20,Language Spoken,Turkish,Party,PS (Left),Age,50s,10,Italian,PVDA (Radical-Left),40s,Years in Politics,5,Language Spoken,Turkish,Party,PS (Left),Age,40s,20,French,PS (Left),50s,Years in Politics,10,Language Spoken,Turkish,Party,PVDA (Radical-Left),Age,40s,5,Italian,PS (Left),50s
2020-02-10 12:52:48,2020-02-10 12:52:49,Survey Test,,100,1,True,2020-02-10 12:52:49,R_5Bzk56ED5Sgj69T,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 1,Candidate 2,Candidate 2,,Commodo mi! Quis molestie! Cursus porta blandit morbi dolorem! Vel? Arcu.,Italian,Party,PS (Left),Language Spoken,Turkish,Years in Politics,5,Age,40s,ECOLO (Greens),Italian,5,30s,Party,CDH (Liberals),Language Spoken,French,Years in Politics,5,Age,40s,PS (Left),French,10,50s,Party,ECOLO (Greens),Language Spoken,French,Years in Politics,5,Age,50s,CDH (Liberals),Portuguese,20,50s,Party,CDH (Liberals),Language Spoken,Turkish,Years in Politics,10,Age,50s,PS (Left),French,10,50s,Party,PS (Left),Language Spoken,French,Years in Politics,20,Age,50s,PS (Left),Turkish,20,50s
2020-02-10 12:52:49,2020-02-10 12:52:49,Survey Test,,100,0,True,2020-02-10 12:52:49,R_9pmViPtrBcH5pbf,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 2,Candidate 2,Candidate 1,Candidate 1,,"Iaculis aliquam enim, nibh vehicula eu! Tempor sagittis sapien sodales arcu.",Dutch,Years in Politics,5,Language Spoken,French,Age,40s,Party,PS (Left),20,Italian,50s,MR-VLD (Right),Years in Politics,5,Language Spoken,French,Age,40s,Party,PS (Left),20,French,40s,CDH (Liberals),Years in Politics,20,Language Spoken,Italian,Age,40s,Party,CDH (Liberals),10,French,50s,N-VA (Radical Right),Years in Politics,5,Language Spoken,Turkish,Age,50s,Party,CDH (Liberals),10,Dutch,50s,PS (Left),Years in Politics,5,Language Spoken,French,Age,50s,Party,PS (Left),5,French,40s,PS (Left)
2020-02-10 12:52:49,2020-02-10 12:52:50,Survey Test,,100,1,True,2020-02-10 12:52:50,R_abNqJMHZCHyp93f,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 1,Candidate 2,Candidate 1,Candidate 2,Candidate 1,N-VA,Ipsum aliquam! Accusamus leo? Ante ridiculus per massa. Tincidunt suspendisse. Sapien accusamus? Pretium.,None of the above,Party,CDH (Liberals),Language Spoken,Italian,Age,40s,Years in Politics,10,PVDA (Radical-Left),Italian,50s,10,Party,PS (Left),Language Spoken,Italian,Age,40s,Years in Politics,10,PS (Left),French,50s,10,Party,MR-VLD (Right),Language Spoken,French,Age,50s,Years in Politics,5,N-VA (Radical Right),Italian,50s,5,Party,PS (Left),Language Spoken,Turkish,Age,50s,Years in Politics,10,CDH (Liberals),Turkish,40s,10,Party,PS (Left),Language Spoken,Italian,Age,50s,Years in Politics,20,PS (Left),Italian,50s,10
2020-02-10 12:52:50,2020-02-10 12:52:50,Survey Test,,100,0,True,2020-02-10 12:52:50,R_6JCiLOAGp9sAhAF,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 1,Candidate 1,Candidate 2,Candidate 2,Candidate 2,,At lorem elementum vitae a dictumst ab! Nullam scelerisque malesuada tortor maecenas.,Turkish,Party,PS (Left),Age,50s,Language Spoken,Italian,Years in Politics,10,PS (Left),50s,Italian,5,Party,PVDA (Radical-Left),Age,30s,Language Spoken,Dutch,Years in Politics,5,MR-VLD (Right),50s,French,20,Party,PS (Left),Age,50s,Language Spoken,Turkish,Years in Politics,10,PS (Left),50s,Turkish,5,Party,PS (Left),Age,30s,Language Spoken,Italian,Years in Politics,10,ECOLO (Greens),40s,Turkish,20,Party,ECOLO (Greens),Age,40s,Language Spoken,Turkish,Years in Politics,5,PS (Left),50s,Italian,5
2020-02-10 12:52:50,2020-02-10 12:52:51,Survey Test,,100,1,True,2020-02-10 12:52:51,R_6FMQCSbwivQm42F,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 1,Candidate 1,Candidate 2,Candidate 1,Candidate 2,PS,Suspendisse culpa? Pellentesque. Sodales augue primis nulla sollicitudin atque! Neque sodales? Pretium.,Dutch,Language Spoken,Turkish,Party,CDH (Liberals),Age,30s,Years in Politics,10,French,CDH (Liberals),50s,10,Language Spoken,Turkish,Party,PVDA (Radical-Left),Age,50s,Years in Politics,20,French,PS (Left),50s,20,Language Spoken,French,Party,PS (Left),Age,50s,Years in Politics,5,Italian,MR-VLD (Right),50s,5,Language Spoken,Italian,Party,PVDA (Radical-Left),Age,40s,Years in Politics,5,French,PS (Left),50s,10,Language Spoken,Italian,Party,CDH (Liberals),Age,50s,Years in Politics,5,French,ECOLO (Greens),40s,5
2020-02-10 12:52:51,2020-02-10 12:52:51,Survey Test,,100,0,True,2020-02-10 12:52:51,R_9QZVWCROXpE6sPH,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 2,Candidate 2,Candidate 1,PVDA,Dignissim cras lorem quam aliquam neque tempus integer temporibus per.,Dutch,Age,50s,Years in Politics,10,Language Spoken,Turkish,Party,MR-VLD (Right),40s,5,French,ECOLO (Greens),Age,50s,Years in Politics,5,Language Spoken,French,Party,PS (Left),50s,10,French,PVDA (Radical-Left),Age,40s,Years in Politics,10,Language Spoken,Turkish,Party,PS (Left),50s,20,French,CDH (Liberals),Age,50s,Years in Politics,5,Language Spoken,Portuguese,Party,MR-VLD (Right),40s,5,Turkish,PS (Left),Age,40s,Years in Politics,5,Language Spoken,Turkish,Party,PS (Left),40s,20,Turkish,MR-VLD (Right)
2020-02-10 12:52:51,2020-02-10 12:52:52,Survey Test,,100,1,True,2020-02-10 12:52:52,R_cTFLOTtPruEDHyR,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 1,Candidate 2,Candidate 2,Candidate 1,Candidate 1,CDH,Ligula porta pellentesque! Pretium aenean tincidunt. Auctor ab risus enim suspendisse porta egestas.,None of the above,Years in Politics,20,Language Spoken,French,Age,50s,Party,PS (Left),5,Turkish,50s,PS (Left),Years in Politics,20,Language Spoken,Italian,Age,50s,Party,ECOLO (Greens),20,Italian,50s,CDH (Liberals),Years in Politics,20,Language Spoken,Turkish,Age,50s,Party,CDH (Liberals),10,French,50s,PVDA (Radical-Left),Years in Politics,10,Language Spoken,French,Age,30s,Party,CDH (Liberals),5,Italian,50s,PS (Left),Years in Politics,10,Language Spoken,French,Age,40s,Party,PVDA (Radical-Left),20,Turkish,50s,CDH (Liberals)
2020-02-10 12:52:52,2020-02-10 12:52:52,Survey Test,,100,0,True,2020-02-10 12:52:52,R_6VXzESjJ2OjgRnf,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 2,Candidate 2,Candidate 1,Candidate 1,,"Massa sagittis justo, egestas lorem? Augue nibh? Quis consequat mi lorem primis cras.",Turkish,Years in Politics,20,Age,50s,Party,CDH (Liberals),Language Spoken,Dutch,5,30s,MR-VLD (Right),French,Years in Politics,20,Age,40s,Party,PVDA (Radical-Left),Language Spoken,Portuguese,5,40s,PS (Left),French,Years in Politics,20,Age,50s,Party,PS (Left),Language Spoken,Turkish,20,40s,ECOLO (Greens),Turkish,Years in Politics,5,Age,30s,Party,PVDA (Radical-Left),Language Spoken,French,20,40s,MR-VLD (Right),Turkish,Years in Politics,5,Age,50s,Party,ECOLO (Greens),Language Spoken,French,20,50s,PS (Left),Turkish
2020-02-10 12:52:53,2020-02-10 12:52:53,Survey Test,,100,0,True,2020-02-10 12:52:53,R_8jPyX7cKU73bAdT,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 2,Candidate 2,Candidate 1,Candidate 1,CDH,Mi enim orci? Vestibulum tortor elit facilisi pede quis per at rutrum accumsan.,French,Years in Politics,5,Party,CDH (Liberals),Language Spoken,Turkish,Age,40s,10,CDH (Liberals),Dutch,50s,Years in Politics,20,Party,PS (Left),Language Spoken,French,Age,50s,20,ECOLO (Greens),French,50s,Years in Politics,5,Party,MR-VLD (Right),Language Spoken,French,Age,30s,5,N-VA (Radical Right),Italian,50s,Years in Politics,10,Party,CDH (Liberals),Language Spoken,Turkish,Age,50s,5,PS (Left),Dutch,50s,Years in Politics,20,Party,CDH (Liberals),Language Spoken,French,Age,50s,10,PS (Left),French,30s
2020-02-10 12:52:53,2020-02-10 12:52:53,Survey Test,,100,0,True,2020-02-10 12:52:54,R_d72pBJGUPcubMqh,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 2,Candidate 1,Candidate 2,Candidate 1,CDH,Dapibus viverra arcu rhoncus aliquam consectetuer. Maecenas eros diam bibendum.,Italian,Party,ECOLO (Greens),Years in Politics,5,Language Spoken,French,Age,50s,CDH (Liberals),10,French,30s,Party,ECOLO (Greens),Years in Politics,20,Language Spoken,French,Age,50s,PS (Left),10,Dutch,50s,Party,CDH (Liberals),Years in Politics,10,Language Spoken,Portuguese,Age,40s,PS (Left),20,French,50s,Party,PS (Left),Years in Politics,5,Language Spoken,Turkish,Age,50s,PS (Left),5,Turkish,50s,Party,ECOLO (Greens),Years in Politics,10,Language Spoken,Turkish,Age,50s,CDH (Liberals),20,French,40s
2020-02-10 12:52:54,2020-02-10 12:52:54,Survey Test,,100,0,True,2020-02-10 12:52:54,R_8dmgGEQUt0w3nCJ,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 1,Candidate 2,Candidate 1,PVDA,Viverra ut laoreet ab vitae montes aliquam pharetra commodo? Neque dapibus.,Portuguese,Language Spoken,Dutch,Years in Politics,5,Age,50s,Party,PS (Left),French,10,50s,PS (Left),Language Spoken,French,Years in Politics,5,Age,40s,Party,PS (Left),Italian,20,50s,MR-VLD (Right),Language Spoken,Italian,Years in Politics,10,Age,50s,Party,PS (Left),French,10,50s,CDH (Liberals),Language Spoken,Turkish,Years in Politics,10,Age,50s,Party,PS (Left),Turkish,20,50s,CDH (Liberals),Language Spoken,Dutch,Years in Politics,5,Age,50s,Party,PS (Left),Portuguese,5,40s,MR-VLD (Right)
2020-02-10 12:52:54,2020-02-10 12:52:55,Survey Test,,100,1,True,2020-02-10 12:52:55,R_6DK7T0hBMFA5X25,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 2,Candidate 1,Candidate 1,PVDA,Et vestibulum placerat molestie magnis nibh! Amet? Augue diam molestie vitae.,Italian,Language Spoken,Turkish,Party,CDH (Liberals),Years in Politics,20,Age,50s,Italian,PS (Left),5,30s,Language Spoken,Turkish,Party,MR-VLD (Right),Years in Politics,20,Age,40s,Turkish,MR-VLD (Right),5,50s,Language Spoken,Italian,Party,MR-VLD (Right),Years in Politics,5,Age,30s,French,PS (Left),10,30s,Language Spoken,Italian,Party,ECOLO (Greens),Years in Politics,20,Age,50s,Portuguese,ECOLO (Greens),10,50s,Language Spoken,French,Party,PS (Left),Years in Politics,20,Age,50s,Italian,PVDA (Radical-Left),5,40s
2020-02-10 12:52:55,2020-02-10 12:52:55,Survey Test,,100,0,True,2020-02-10 12:52:55,R_brMVQUK4IUVXL1P,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 1,Candidate 2,Candidate 1,Candidate 1,Candidate 1,PVDA,Nibh porta? Tincidunt bibendum nonummy pede fringilla ipsum metus bibendum.,None of the above,Party,MR-VLD (Right),Language Spoken,Turkish,Age,50s,Years in Politics,10,ECOLO (Greens),Turkish,50s,10,Party,MR-VLD (Right),Language Spoken,Dutch,Age,30s,Years in Politics,10,PS (Left),Italian,50s,5,Party,CDH (Liberals),Language Spoken,French,Age,40s,Years in Politics,5,CDH (Liberals),Turkish,50s,5,Party,MR-VLD (Right),Language Spoken,Italian,Age,50s,Years in Politics,20,CDH (Liberals),Turkish,40s,20,Party,MR-VLD (Right),Language Spoken,Turkish,Age,50s,Years in Politics,10,PS (Left),French,50s,10
2020-02-10 12:52:55,2020-02-10 12:52:56,Survey Test,,100,1,True,2020-02-10 12:52:56,R_0lEYwztvkrh8z5P,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 2,Candidate 1,Candidate 1,Candidate 1,Candidate 1,N-VA,Bibendum sapien. Pede vel dui. Primis suscipit ridiculus cras atque sit aliquet sed.,Portuguese,Years in Politics,20,Party,PS (Left),Age,50s,Language Spoken,French,20,MR-VLD (Right),50s,French,Years in Politics,20,Party,PS (Left),Age,50s,Language Spoken,Dutch,20,MR-VLD (Right),50s,French,Years in Politics,20,Party,CDH (Liberals),Age,50s,Language Spoken,Italian,10,PS (Left),50s,Turkish,Years in Politics,5,Party,PS (Left),Age,50s,Language Spoken,French,20,PS (Left),50s,Italian,Years in Politics,5,Party,PS (Left),Age,50s,Language Spoken,French,5,PS (Left),50s,Turkish
2020-02-10 12:52:56,2020-02-10 12:52:56,Survey Test,,100,0,True,2020-02-10 12:52:56,R_3wu3k9NEhD9VztH,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 1,Candidate 2,Candidate 2,Candidate 2,,"Sapien pede ante montes, rutrum dignissim cras commodo porttitor, lacus facilisis. Curabitur. Montes lorem mauris.",None of the above,Party,MR-VLD (Right),Language Spoken,French,Age,50s,Years in Politics,10,PS (Left),French,50s,20,Party,MR-VLD (Right),Language Spoken,Turkish,Age,50s,Years in Politics,10,CDH (Liberals),Turkish,50s,5,Party,PS (Left),Language Spoken,French,Age,50s,Years in Politics,20,PS (Left),Italian,40s,5,Party,PS (Left),Language Spoken,Turkish,Age,50s,Years in Politics,10,ECOLO (Greens),Dutch,40s,5,Party,CDH (Liberals),Language Spoken,Turkish,Age,40s,Years in Politics,20,ECOLO (Greens),Italian,50s,5
2020-02-10 12:52:56,2020-02-10 12:52:57,Survey Test,,100,1,True,2020-02-10 12:52:57,R_8wUBetYdAEmhzgx,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 2,Candidate 2,Candidate 2,Candidate 2,Candidate 2,N-VA,Iaculis. Lectus vitae laoreet! Urna quam nulla dolor iaculis non! Interdum. Faucibus nonummy vel urna.,Dutch,Age,40s,Language Spoken,French,Party,ECOLO (Greens),Years in Politics,5,40s,French,PS (Left),5,Age,30s,Language Spoken,Turkish,Party,N-VA (Radical Right),Years in Politics,10,50s,French,N-VA (Radical Right),5,Age,50s,Language Spoken,Turkish,Party,PS (Left),Years in Politics,5,50s,Turkish,ECOLO (Greens),20,Age,40s,Language Spoken,French,Party,PS (Left),Years in Politics,20,40s,Turkish,PS (Left),20,Age,50s,Language Spoken,Italian,Party,ECOLO (Greens),Years in Politics,10,50s,Turkish,MR-VLD (Right),5
2020-02-10 12:52:57,2020-02-10 12:52:57,Survey Test,,100,0,True,2020-02-10 12:52:57,R_2lD5F7jWHmr77Ct,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 2,Candidate 2,Candidate 1,Candidate 2,Candidate 1,N-VA,Pharetra eleifend nec pretium dapibus nullam wisi nibh! Erat tempor.,Dutch,Party,MR-VLD (Right),Age,50s,Years in Politics,20,Language Spoken,Dutch,PVDA (Radical-Left),40s,20,French,Party,PS (Left),Age,50s,Years in Politics,10,Language Spoken,Turkish,CDH (Liberals),50s,20,French,Party,PS (Left),Age,40s,Years in Politics,5,Language Spoken,French,ECOLO (Greens),30s,5,French,Party,PVDA (Radical-Left),Age,50s,Years in Politics,10,Language Spoken,French,CDH (Liberals),50s,10,Italian,Party,PS (Left),Age,50s,Years in Politics,5,Language Spoken,Turkish,CDH (Liberals),50s,5,French
2020-02-10 12:52:58,2020-02-10 12:52:58,Survey Test,,100,0,True,2020-02-10 12:52:58,R_aVQYdzGAi6dbIkB,,,,,50.8000030517578125,4.3166961669921875,test,,Disagree,Candidate 1,Candidate 2,Candidate 1,Candidate 2,Candidate 1,,Consequat felis tellus fringilla iaculis. Maecenas volutpat. Sed pretium. Id tempora eros erat urna.,Turkish,Language Spoken,French,Years in Politics,20,Party,CDH (Liberals),Age,50s,Portuguese,5,PS (Left),50s,Language Spoken,French,Years in Politics,10,Party,MR-VLD (Right),Age,50s,French,5,PVDA (Radical-Left),50s,Language Spoken,Italian,Years in Politics,10,Party,PS (Left),Age,50s,French,5,PVDA (Radical-Left),40s,Language Spoken,French,Years in Politics,5,Party,ECOLO (Greens),Age,50s,French,20,CDH (Liberals),50s,Language Spoken,French,Years in Politics,5,Party,ECOLO (Greens),Age,50s,French,20,PS (Left),50s
2020-02-10 12:52:58,2020-02-10 12:52:59,Survey Test,,100,1,True,2020-02-10 12:52:59,R_eUS5PoThOoOlukt,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 2,Candidate 2,Candidate 2,Candidate 2,Candidate 2,ECOLO,Venenatis ultrices amet sagittis? A viverra commodo pellentesque ut auctor.,French,Years in Politics,10,Party,ECOLO (Greens),Age,40s,Language Spoken,French,20,PVDA (Radical-Left),50s,Dutch,Years in Politics,5,Party,ECOLO (Greens),Age,50s,Language Spoken,French,5,PS (Left),50s,French,Years in Politics,20,Party,PVDA (Radical-Left),Age,50s,Language Spoken,French,5,CDH (Liberals),50s,French,Years in Politics,10,Party,PVDA (Radical-Left),Age,50s,Language Spoken,Turkish,20,CDH (Liberals),50s,French,Years in Politics,5,Party,PVDA (Radical-Left),Age,50s,Language Spoken,Italian,5,PS (Left),30s,Italian
2020-02-10 12:52:59,2020-02-10 12:52:59,Survey Test,,100,0,True,2020-02-10 12:52:59,R_bwTbYlRNwmJLNt3,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 1,Candidate 2,Candidate 2,Candidate 1,Candidate 2,PVDA,Fringilla gravida diam! Aliquet metus ante ab tincidunt rutrum ab facilisis porta.,Italian,Years in Politics,5,Language Spoken,Italian,Party,PS (Left),Age,50s,10,Portuguese,PS (Left),40s,Years in Politics,5,Language Spoken,Turkish,Party,PS (Left),Age,30s,5,French,PS (Left),50s,Years in Politics,5,Language Spoken,French,Party,PVDA (Radical-Left),Age,50s,20,French,ECOLO (Greens),50s,Years in Politics,5,Language Spoken,Turkish,Party,PS (Left),Age,50s,20,French,PS (Left),50s,Years in Politics,5,Language Spoken,Turkish,Party,CDH (Liberals),Age,50s,10,French,PVDA (Radical-Left),50s
2020-02-10 12:52:59,2020-02-10 12:53:00,Survey Test,,100,1,True,2020-02-10 12:53:00,R_8Ij852ZrAQPhPuJ,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 1,Candidate 1,Candidate 2,Candidate 1,Candidate 2,CDH,"Quam potenti cursus, consectetuer. Nonummy ridiculus convallis elementum montes. Laoreet auctor lorem.",Italian,Party,PS (Left),Language Spoken,Italian,Age,40s,Years in Politics,20,PS (Left),Dutch,40s,20,Party,PS (Left),Language Spoken,French,Age,40s,Years in Politics,10,MR-VLD (Right),French,50s,10,Party,CDH (Liberals),Language Spoken,Turkish,Age,50s,Years in Politics,10,PS (Left),Italian,50s,20,Party,ECOLO (Greens),Language Spoken,French,Age,50s,Years in Politics,5,MR-VLD (Right),French,50s,10,Party,CDH (Liberals),Language Spoken,Turkish,Age,50s,Years in Politics,10,PS (Left),French,40s,10
2020-02-10 12:53:00,2020-02-10 12:53:00,Survey Test,,100,0,True,2020-02-10 12:53:00,R_cZlluSdy6B1nLox,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 1,Candidate 2,Candidate 1,Candidate 1,Candidate 1,PVDA,"Massa nonummy eleifend! Lectus ipsum, etiam molestie auctor accusamus fermentum vestibulum lectus.",Turkish,Age,40s,Language Spoken,French,Party,MR-VLD (Right),Years in Politics,20,50s,French,PS (Left),10,Age,50s,Language Spoken,French,Party,MR-VLD (Right),Years in Politics,20,50s,Dutch,ECOLO (Greens),10,Age,40s,Language Spoken,Turkish,Party,PVDA (Radical-Left),Years in Politics,5,50s,Turkish,CDH (Liberals),10,Age,50s,Language Spoken,Portuguese,Party,PS (Left),Years in Politics,10,50s,French,PS (Left),5,Age,40s,Language Spoken,French,Party,PVDA (Radical-Left),Years in Politics,20,50s,Turkish,CDH (Liberals),10
2020-02-10 12:53:00,2020-02-10 12:53:01,Survey Test,,100,1,True,2020-02-10 12:53:01,R_57QMNoqfaKPoekB,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 2,Candidate 2,Candidate 1,Candidate 2,Candidate 2,MR-VLD,Vehicula duis ligula sagittis gravida ut ut! Aenean pretium nullam. Posuere elit. Eu.,Turkish,Years in Politics,5,Age,40s,Language Spoken,French,Party,PS (Left),10,50s,French,ECOLO (Greens),Years in Politics,5,Age,40s,Language Spoken,Italian,Party,PS (Left),10,40s,French,PS (Left),Years in Politics,10,Age,50s,Language Spoken,French,Party,ECOLO (Greens),20,50s,Turkish,PS (Left),Years in Politics,10,Age,50s,Language Spoken,French,Party,MR-VLD (Right),5,50s,Italian,ECOLO (Greens),Years in Politics,10,Age,50s,Language Spoken,French,Party,CDH (Liberals),5,50s,French,MR-VLD (Right)
2020-02-10 12:53:01,2020-02-10 12:53:01,Survey Test,,100,0,True,2020-02-10 12:53:01,R_e9fnntR6zyvVV5z,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 1,Candidate 2,Candidate 2,Candidate 1,Candidate 1,PS,Laoreet sem elementum auctor. Amet interdum. Sed nullam nulla etiam temporibus facilisi.,Portuguese,Age,50s,Years in Politics,10,Party,ECOLO (Greens),Language Spoken,Italian,40s,5,ECOLO (Greens),Italian,Age,40s,Years in Politics,5,Party,CDH (Liberals),Language Spoken,Turkish,30s,10,N-VA (Radical Right),Portuguese,Age,40s,Years in Politics,5,Party,ECOLO (Greens),Language Spoken,Italian,50s,5,PS (Left),Dutch,Age,50s,Years in Politics,10,Party,PS (Left),Language Spoken,French,50s,5,PVDA (Radical-Left),Portuguese,Age,50s,Years in Politics,10,Party,N-VA (Radical Right),Language Spoken,French,50s,5,MR-VLD (Right),Italian
2020-02-10 12:53:02,2020-02-10 12:53:02,Survey Test,,100,0,True,2020-02-10 12:53:02,R_bpCeYuO3Diy6fMp,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 1,Candidate 2,Candidate 2,Candidate 2,Candidate 1,ECOLO,"Vitae porttitor. Wisi, vulputate wisi? Purus egestas facilisi morbi ante dui, aenean.",Italian,Age,40s,Years in Politics,5,Language Spoken,French,Party,PS (Left),40s,5,Turkish,ECOLO (Greens),Age,50s,Years in Politics,20,Language Spoken,French,Party,PVDA (Radical-Left),50s,5,French,PVDA (Radical-Left),Age,50s,Years in Politics,10,Language Spoken,Turkish,Party,MR-VLD (Right),50s,20,Turkish,MR-VLD (Right),Age,40s,Years in Politics,5,Language Spoken,French,Party,MR-VLD (Right),40s,5,Italian,CDH (Liberals),Age,50s,Years in Politics,20,Language Spoken,French,Party,MR-VLD (Right),50s,10,French,ECOLO (Greens)
2020-02-10 12:53:02,2020-02-10 12:53:03,Survey Test,,100,1,True,2020-02-10 12:53:03,R_3E0EE6Mkk3ZyMAd,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 2,Candidate 1,Candidate 1,Candidate 1,Candidate 2,ECOLO,Iaculis lacus quam ligula est! Rutrum. Bibendum natoque praesent. Ante lectus accusamus.,French,Years in Politics,5,Language Spoken,Italian,Party,PVDA (Radical-Left),Age,50s,5,French,ECOLO (Greens),50s,Years in Politics,10,Language Spoken,Italian,Party,MR-VLD (Right),Age,50s,5,French,MR-VLD (Right),50s,Years in Politics,10,Language Spoken,French,Party,ECOLO (Greens),Age,50s,10,French,MR-VLD (Right),40s,Years in Politics,10,Language Spoken,French,Party,PS (Left),Age,50s,10,French,ECOLO (Greens),40s,Years in Politics,20,Language Spoken,Turkish,Party,PS (Left),Age,50s,20,Italian,PS (Left),50s
2020-02-10 12:53:03,2020-02-10 12:53:03,Survey Test,,100,0,True,2020-02-10 12:53:04,R_6Pt332HxR2sKGih,,,,,50.8000030517578125,4.3166961669921875,test,,Agree,Candidate 2,Candidate 2,Candidate 2,Candidate 1,Candidate 1,PS,Sapien dolor platea? Facilisi neque elit fermentum. Placerat magnis ut.,Dutch,Party,MR-VLD (Right),Language Spoken,French,Age,50s,Years in Politics,20,MR-VLD (Right),Turkish,50s,5,Party,MR-VLD (Right),Language Spoken,Turkish,Age,50s,Years in Politics,20,PS (Left),Dutch,50s,10,Party,MR-VLD (Right),Language Spoken,Italian,Age,50s,Years in Politics,10,PS (Left),French,50s,20,Party,CDH (Liberals),Language Spoken,French,Age,50s,Years in Politics,20,PS (Left),Turkish,50s,20,Party,CDH (Liberals),Language Spoken,Italian,Age,40s,Years in Politics,10,ECOLO (Greens),French,50s,10
